Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Wetbulb Temperature [C](TimeStep),Environment:Site Outdoor Air Humidity Ratio [kgWater/kgDryAir](TimeStep),Environment:Site Outdoor Air Barometric Pressure [Pa](TimeStep),WEST ZONE:Zone Air Temperature [C](TimeStep),EAST ZONE:Zone Air Temperature [C](TimeStep),NORTH ZONE:Zone Air Temperature [C](TimeStep),CHILLED WATER LOOP:Plant Supply Side Cooling Demand Rate [W](TimeStep),CHILLED WATER LOOP:Plant Supply Side Heating Demand Rate [W](TimeStep),HOT WATER LOOP:Plant Supply Side Cooling Demand Rate [W](TimeStep),HOT WATER LOOP:Plant Supply Side Heating Demand Rate [W](TimeStep),CHILLED WATER CONDENSER LOOP:Plant Supply Side Cooling Demand Rate [W](TimeStep),CHILLED WATER CONDENSER LOOP:Plant Supply Side Heating Demand Rate [W](TimeStep),REHEAT COIL ZONE 1:Heating Coil Heating Energy [J](TimeStep),REHEAT COIL ZONE 2:Heating Coil Heating Energy [J](TimeStep),REHEAT COIL ZONE 3:Heating Coil Heating Energy [J](TimeStep),DETAILED COOLING COIL:Cooling Coil Total Cooling Energy [J](TimeStep),LITTLE CHILLER:Chiller Electricity Rate [W](TimeStep),LITTLE CHILLER:Chiller Evaporator Cooling Rate [W](TimeStep),LITTLE CHILLER:Chiller Evaporator Inlet Temperature [C](TimeStep),LITTLE CHILLER:Chiller Evaporator Outlet Temperature [C](TimeStep),LITTLE CHILLER:Chiller Evaporator Mass Flow Rate [kg/s](TimeStep),LITTLE CHILLER:Chiller Condenser Heat Transfer Rate [W](TimeStep),LITTLE CHILLER:Chiller Condenser Inlet Temperature [C](TimeStep),LITTLE CHILLER:Chiller Condenser Outlet Temperature [C](TimeStep),LITTLE CHILLER:Chiller Condenser Mass Flow Rate [kg/s](TimeStep),BIG CHILLER:Chiller Electricity Rate [W](TimeStep),BIG CHILLER:Chiller Evaporator Cooling Rate [W](TimeStep),BIG CHILLER:Chiller Evaporator Inlet Temperature [C](TimeStep),BIG CHILLER:Chiller Evaporator Outlet Temperature [C](TimeStep),BIG CHILLER:Chiller Evaporator Mass Flow Rate [kg/s](TimeStep),BIG CHILLER:Chiller Condenser Heat Transfer Rate [W](TimeStep),BIG CHILLER:Chiller Condenser Inlet Temperature [C](TimeStep),BIG CHILLER:Chiller Condenser Outlet Temperature [C](TimeStep),BIG CHILLER:Chiller Condenser Mass Flow Rate [kg/s](TimeStep),BIG TOWER1:Cooling Tower Inlet Temperature [C](TimeStep),BIG TOWER1:Cooling Tower Outlet Temperature [C](TimeStep),BIG TOWER1:Cooling Tower Mass Flow Rate [kg/s](TimeStep),BIG TOWER1:Cooling Tower Heat Transfer Rate [W](TimeStep),BIG TOWER1:Cooling Tower Fan Electricity Rate [W](TimeStep),BIG TOWER1:Cooling Tower Fan Electricity Energy [J](TimeStep),BIG TOWER2:Cooling Tower Inlet Temperature [C](TimeStep),BIG TOWER2:Cooling Tower Outlet Temperature [C](TimeStep),BIG TOWER2:Cooling Tower Mass Flow Rate [kg/s](TimeStep),BIG TOWER2:Cooling Tower Heat Transfer Rate [W](TimeStep),BIG TOWER2:Cooling Tower Fan Electricity Rate [W](TimeStep),BIG TOWER2:Cooling Tower Fan Electricity Energy [J](TimeStep) 
 01/21  01:50:00,-16.6,-16.6,0.0008974771856968442,98886.0,14.99830158001208,14.998386385680176,15.004935496951273,0.0,0.0,0.0,11169.24603439645,0.0,0.0,1900318.2068770736,1981004.0780504484,2908894.2453699389,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  02:00:00,-16.6,-16.6,0.0008974771856968442,98886.0,14.997991110546142,15.00211479468905,14.999328103920029,0.0,0.0,0.0,11187.479438204722,0.0,0.0,1909784.8468977656,1989340.1461518049,2909057.4649420168,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  02:10:00,-16.6,-16.6,0.0008974771856968442,98886.0,15.004762362170768,14.995492729447566,15.002006804160665,0.0,0.0,0.0,11237.04099932073,0.0,0.0,1919154.4122847105,1989388.5182831393,2923699.8565186269,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  02:20:00,-16.6,-16.6,0.0008974771856968442,98886.0,15.00127674983702,15.006352160840324,14.998320953736704,0.0,0.0,0.0,11253.615201877108,0.0,0.0,1919087.6189441372,2005669.2087746678,2923599.5217745325,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  02:30:00,-16.6,-16.6,0.0008974771856968442,98886.0,14.991862122460406,15.006093431476155,15.002345714836542,0.0,0.0,0.0,11285.572910592406,0.0,0.0,1919070.1277013424,2005650.954280611,2938071.4528743566,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  02:40:00,-16.6,-16.6,0.0008974771856968442,98886.0,15.004893993211507,14.994748572615237,14.998130328850057,0.0,0.0,0.0,11306.073736930734,0.0,0.0,1937695.4581409943,2005739.813561519,2938200.0127475487,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  02:50:00,-16.6,-16.6,0.0008974771856968442,98886.0,15.00647226129479,15.005026320249043,15.001745730720123,0.0,0.0,0.0,11369.268162830218,0.0,0.0,1937693.4864261272,2021960.2701034526,2952622.774103136,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  03:00:00,-16.6,-16.6,0.0008974771856968442,98886.0,14.999150542457493,15.007213564594676,14.99965377579341,0.0,0.0,0.0,11353.763922677132,0.0,0.0,1937492.2626001295,2021750.5878495656,2952320.4725434125,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  03:10:00,-16.6,-16.6,0.0008974771856968442,98886.0,15.00081182819073,14.997071511130696,15.00387910988446,0.0,0.0,0.0,11403.91342081295,0.0,0.0,1946828.617604323,2021874.778449463,2966852.196384956,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  03:20:00,-16.6,-16.6,0.0008974771856968442,98886.0,15.008692950504266,15.00725056705705,15.000291723472387,0.0,0.0,0.0,11437.58490115342,0.0,0.0,1956040.3464737323,2038000.7954282573,2966895.937208705,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  03:30:00,-16.6,-16.6,0.0008974771856968442,98886.0,15.007194236983729,15.009536449094283,15.005840804444917,0.0,0.0,0.0,11468.15465200716,0.0,0.0,1955852.4238246659,2037805.2642930602,2980894.6583646039,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  03:40:00,-16.6,-16.6,0.0008974771856968442,98886.0,14.999947899844758,15.001393364336347,15.004406958300578,0.0,0.0,0.0,11454.262692051116,0.0,0.0,1955762.2543710294,2037711.4441648888,2980759.185890573,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  03:50:00,-16.6,-16.6,0.0008974771856968442,98886.0,15.001498269605503,15.000542009330254,15.008157255478868,0.0,0.0,0.0,11520.057341829703,0.0,0.0,1965142.057769217,2045953.5758073175,2995317.081210029,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  04:00:00,-16.6,-16.6,0.0008974771856968442,98886.0,14.999091054744693,15.007510240238175,15.005426724513353,0.0,0.0,0.0,11521.08996940717,0.0,0.0,1965069.476622842,2053847.7412166899,2995208.0314410228,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  04:10:00,-16.6,-16.6,0.0008974771856968442,98886.0,15.003224490763449,15.004379856968408,14.997121189059135,0.0,0.0,0.0,11531.005915500138,0.0,0.0,1974179.7252188195,2053844.4882856725,2995203.3484984498,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  04:20:00,-16.6,-16.6,0.0008974771856968442,98886.0,14.99962217498241,14.994313603488333,15.001318872318909,0.0,0.0,0.0,11566.71541563465,0.0,0.0,1974282.7667325438,2053951.5454428974,3009496.604258936,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  04:30:00,-16.6,-16.6,0.0008974771856968442,98886.0,14.990893859199169,15.005673541253076,14.999378692340102,0.0,0.0,0.0,11585.622367936088,0.0,0.0,1974394.3574400976,2069916.269200742,3009664.266678293,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  04:40:00,-16.6,-16.6,0.0008974771856968442,98886.0,14.99414333346813,15.007462069228663,15.004555159243563,0.0,0.0,0.0,11634.555072686135,0.0,0.0,1983505.51252148,2069948.349748806,3023780.513352498,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  04:50:00,-16.6,-16.6,0.0008974771856968442,98886.0,15.004929179951759,14.999981114308941,15.003588314791113,0.0,0.0,0.0,11637.22211920419,0.0,0.0,1992397.1382861725,2069787.4833556507,3023548.5941519879,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  05:00:00,-16.6,-16.6,0.0008974771856968442,98886.0,15.00396509904364,15.002249482780112,14.996606298311653,0.0,0.0,0.0,11645.582830217314,0.0,0.0,1992332.4425686324,2077598.3504398156,3023451.8172680737,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  05:10:00,-16.6,-16.6,0.0008974771856968442,98886.0,14.995570546777696,14.999299615219379,15.001462003159246,0.0,0.0,0.0,11680.663027874924,0.0,0.0,1992430.69091693,2077700.659914492,3037598.692272259,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  05:20:00,-16.6,-16.6,0.0008974771856968442,98886.0,14.998501980420667,15.00145443614937,15.000221598968743,0.0,0.0,0.0,11700.743544496134,0.0,0.0,2001535.4136119863,2085644.713826294,3037736.5488914058,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  05:30:00,-16.6,-16.6,0.0008974771856968442,98886.0,14.997606842956684,14.998445059039855,15.00651799761932,0.0,0.0,0.0,11732.88978246937,0.0,0.0,2001482.3051041587,2085589.450904357,3051588.468134637,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  05:40:00,-16.6,-16.6,0.0008974771856968442,98886.0,15.002965566255377,14.991400046884533,15.005808607989812,0.0,0.0,0.0,11736.560982716363,0.0,0.0,2010412.2752149669,2085538.2458497869,3051514.5314980556,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  05:50:00,-16.6,-16.6,0.0008974771856968442,98886.0,15.001131729767101,15.004920033567414,14.9987076947,0.0,0.0,0.0,11760.33369887444,0.0,0.0,2010424.1670412678,2101157.0335140966,3051532.3239154585,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  06:00:00,-16.6,-16.6,0.0008974771856968442,98886.0,14.99484275586512,15.008022776110604,15.00457331988864,0.0,0.0,0.0,11793.973558902826,0.0,0.0,2010401.4748259085,2101133.3493130968,3065361.131213805,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  06:10:00,-16.6,-16.6,0.0008974771856968442,98886.0,15.005867905199504,15.000583951855962,15.002520409706714,0.0,0.0,0.0,11411.590199735885,0.0,0.0,2010370.2958146269,2005633.0481097142,2995313.515569788,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  06:20:00,-16.6,-16.6,0.0008974771856968442,98886.0,15.00852630928828,14.995740789089729,14.996520662808124,0.0,0.0,0.0,11470.332159541429,0.0,0.0,2010319.383547112,2005582.627762116,2995238.541062538,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  06:30:00,-16.6,-16.6,0.0008974771856968442,98886.0,15.001784451683458,14.992119496491105,15.003882565790905,0.0,0.0,0.0,11531.575669175803,0.0,0.0,2010432.494425396,2005695.6112038887,3009544.0689569415,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  06:40:00,-16.6,-16.6,0.0008974771856968442,98886.0,14.994711655179187,14.9988543467431,15.005346420470595,0.0,0.0,0.0,11545.204227261363,0.0,0.0,2010467.1551545026,2013857.378512414,3009595.2071047218,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  06:50:00,-16.6,-16.6,0.0008974771856968442,98886.0,14.989512784802475,14.999355290563454,14.99987353090587,0.0,0.0,0.0,11543.657957888148,0.0,0.0,2010474.5467446438,2013864.8371793957,3009606.097519549,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  07:00:00,-16.6,-16.6,0.0008974771856968442,98886.0,14.994382218444827,15.004114521665944,15.006131777445296,0.0,0.0,0.0,11613.628536016278,0.0,0.0,2019584.6951840292,2022123.896784208,3023917.746509723,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  07:10:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.558930685706586,19.561905066393906,19.239877477613047,0.0,0.0,0.0,25132.342326488677,0.0,0.0,3878290.039661212,3422295.6287948,5157648.6227044579,0.0,0.0,0.0,6.669999999999999,6.669999999999999,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.669999999999999,6.669999999999999,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0 
 01/21  07:20:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.948405582404435,19.962185782032756,19.94373172196483,0.0,0.0,0.0,20361.52368386342,0.0,0.0,3697833.058689814,3298619.8324366195,5196014.051575322,0.0,0.0,0.0,6.669999999999996,6.669999999999996,0.0,0.0,9.999999999999997,9.999999999999997,0.0,0.0,0.0,6.669999999999996,6.669999999999996,0.0,0.0,9.999999999999997,9.999999999999997,0.0,9.999999999999997,9.999999999999997,0.0,0.0,0.0,0.0,9.999999999999997,9.999999999999997,0.0,0.0,0.0,0.0 
