Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Wetbulb Temperature [C](TimeStep),Environment:Site Outdoor Air Humidity Ratio [kgWater/kgDryAir](TimeStep),Environment:Site Outdoor Air Barometric Pressure [Pa](TimeStep),WEST ZONE:Zone Air Temperature [C](TimeStep),EAST ZONE:Zone Air Temperature [C](TimeStep),NORTH ZONE:Zone Air Temperature [C](TimeStep),CHILLED WATER LOOP:Plant Supply Side Cooling Demand Rate [W](TimeStep),CHILLED WATER LOOP:Plant Supply Side Heating Demand Rate [W](TimeStep),HOT WATER LOOP:Plant Supply Side Cooling Demand Rate [W](TimeStep),HOT WATER LOOP:Plant Supply Side Heating Demand Rate [W](TimeStep),CHILLED WATER CONDENSER LOOP:Plant Supply Side Cooling Demand Rate [W](TimeStep),CHILLED WATER CONDENSER LOOP:Plant Supply Side Heating Demand Rate [W](TimeStep),REHEAT COIL ZONE 1:Heating Coil Heating Energy [J](TimeStep),REHEAT COIL ZONE 2:Heating Coil Heating Energy [J](TimeStep),REHEAT COIL ZONE 3:Heating Coil Heating Energy [J](TimeStep),DETAILED COOLING COIL:Cooling Coil Total Cooling Energy [J](TimeStep),LITTLE CHILLER:Chiller Evaporator Cooling Rate [W](TimeStep),LITTLE CHILLER:Chiller Evaporator Inlet Temperature [C](TimeStep),LITTLE CHILLER:Chiller Evaporator Outlet Temperature [C](TimeStep),LITTLE CHILLER:Chiller Evaporator Mass Flow Rate [kg/s](TimeStep),LITTLE CHILLER:Chiller Condenser Heat Transfer Rate [W](TimeStep),LITTLE CHILLER:Chiller Condenser Inlet Temperature [C](TimeStep),LITTLE CHILLER:Chiller Condenser Outlet Temperature [C](TimeStep),LITTLE CHILLER:Chiller Condenser Mass Flow Rate [kg/s](TimeStep),BIG CHILLER:Chiller Evaporator Cooling Rate [W](TimeStep),BIG CHILLER:Chiller Evaporator Inlet Temperature [C](TimeStep),BIG CHILLER:Chiller Evaporator Outlet Temperature [C](TimeStep),BIG CHILLER:Chiller Evaporator Mass Flow Rate [kg/s](TimeStep),BIG CHILLER:Chiller Condenser Heat Transfer Rate [W](TimeStep),BIG CHILLER:Chiller Condenser Inlet Temperature [C](TimeStep),BIG CHILLER:Chiller Condenser Outlet Temperature [C](TimeStep),BIG CHILLER:Chiller Condenser Mass Flow Rate [kg/s](TimeStep),BIG TOWER1:Cooling Tower Inlet Temperature [C](TimeStep),BIG TOWER1:Cooling Tower Outlet Temperature [C](TimeStep),BIG TOWER1:Cooling Tower Mass Flow Rate [kg/s](TimeStep),BIG TOWER1:Cooling Tower Heat Transfer Rate [W](TimeStep),BIG TOWER2:Cooling Tower Inlet Temperature [C](TimeStep),BIG TOWER2:Cooling Tower Outlet Temperature [C](TimeStep),BIG TOWER2:Cooling Tower Mass Flow Rate [kg/s](TimeStep),BIG TOWER2:Cooling Tower Heat Transfer Rate [W](TimeStep) 
 01/21  02:50:00,-16.6,-16.6,0.0008974771856968442,98886.0,15.006141224793057,15.004584008992822,15.001409550061393,0.0,0.0,0.0,11368.716437995336,0.0,0.0,1937607.2762856556,2021835.2986742482,2952502.2445383339,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  03:00:00,-16.6,-16.6,0.0008974771856968442,98886.0,14.998812846804947,15.006765827115127,14.999311406370915,0.0,0.0,0.0,11353.212440233852,0.0,0.0,1937406.2912428345,2021625.8690199317,2952200.30023529,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  03:10:00,-16.6,-16.6,0.0008974771856968442,98886.0,15.000467981846072,14.996617839625119,15.00353105761236,0.0,0.0,0.0,11403.359488354417,0.0,0.0,1946742.0072757712,2021750.3255172764,2966730.937715463,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  03:20:00,-16.6,-16.6,0.0008974771856968442,98886.0,15.008344711382666,15.006790672506304,14.999938366228762,0.0,0.0,0.0,11437.028523606203,0.0,0.0,1955953.0913987125,2037874.384806075,2966775.057464794,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  03:30:00,-16.6,-16.6,0.0008974771856968442,98886.0,15.00684056158334,15.009071477237708,15.00548161009003,0.0,0.0,0.0,11467.596070147883,0.0,0.0,1955765.4018748424,2037679.0995282443,2980772.6547747615,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  03:40:00,-16.6,-16.6,0.0008974771856968442,98886.0,14.999587141845066,15.000922373893254,15.004042203263948,0.0,0.0,0.0,11453.704994705147,0.0,0.0,1955675.472110218,2037585.5303846966,2980637.541795418,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  03:50:00,-16.6,-16.6,0.0008974771856968442,98886.0,15.00113197407171,15.000064984095954,15.00778761645428,0.0,0.0,0.0,11519.496269109368,0.0,0.0,1965054.6379281905,2045826.8175334284,2995194.357159266,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  04:00:00,-16.6,-16.6,0.0008974771856968442,98886.0,14.998719449780993,15.007027936655322,15.005051967629893,0.0,0.0,0.0,11520.52841403209,0.0,0.0,1964982.2949146359,2053720.1225636204,2995085.6646811089,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  04:10:00,-16.6,-16.6,0.0008974771856968442,98886.0,15.002847816662373,15.003892683450277,14.99674043730967,0.0,0.0,0.0,11530.443877777088,0.0,0.0,1974091.874313324,2053717.1056119407,2995081.3213643117,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  04:20:00,-16.6,-16.6,0.0008974771856968442,98886.0,14.999240567000453,14.993820709658803,15.000932731534319,0.0,0.0,0.0,11566.151914806627,0.0,0.0,1974195.1432080989,2053824.397181975,3009373.452534316,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  04:30:00,-16.6,-16.6,0.0008974771856968442,98886.0,15.001691973423285,15.005175187071309,14.998988221353244,0.0,0.0,0.0,11601.504079098433,0.0,0.0,1983386.3825263153,2069787.135533938,3009541.4546498137,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  04:40:00,-16.6,-16.6,0.0008974771856968442,98886.0,15.00007635050368,15.00813319629271,15.005232369482842,0.0,0.0,0.0,11632.612603415138,0.0,0.0,1983241.389690425,2069636.04270419,3023392.0400020384,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  04:50:00,-16.6,-16.6,0.0008974771856968442,98886.0,15.005712361760596,15.000895564376885,15.0045321155586,0.0,0.0,0.0,11635.587321199539,0.0,0.0,1992177.2932768239,2069522.865758444,3023228.856484663,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  05:00:00,-16.6,-16.6,0.0008974771856968442,98886.0,15.003778495744698,15.002478167823544,14.996933592693301,0.0,0.0,0.0,11644.292407215737,0.0,0.0,1992186.9131766547,2077409.5069260109,3023243.2466864457,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  05:10:00,-16.6,-16.6,0.0008974771856968442,98886.0,14.99566974837299,14.99900438233681,15.001276619986156,0.0,0.0,0.0,11679.684609631047,0.0,0.0,1992318.564979959,2077546.5964431335,3037438.473436145,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  05:20:00,-16.6,-16.6,0.0008974771856968442,98886.0,14.998571088655773,15.001050910416599,14.99991521998964,0.0,0.0,0.0,11699.953525962956,0.0,0.0,2001432.2682581826,2085499.8342053716,3037591.259324882,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  05:30:00,-16.6,-16.6,0.0008974771856968442,98886.0,14.99749509413171,14.998061687152236,15.006232185296679,0.0,0.0,0.0,11732.190647617654,0.0,0.0,2001382.882031026,2085448.4455914524,3051447.2194475398,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  05:40:00,-16.6,-16.6,0.0008974771856968442,98886.0,15.002771889517389,14.991002416550192,15.005516414299477,0.0,0.0,0.0,11735.906125696098,0.0,0.0,2010314.225770371,2085399.6389924654,3051376.7445531745,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  05:50:00,-16.6,-16.6,0.0008974771856968442,98886.0,15.000925176008409,15.00448707666475,14.998385562352436,0.0,0.0,0.0,11759.699686705084,0.0,0.0,2010327.6354167923,2101017.707651094,3051396.81302561,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  06:00:00,-16.6,-16.6,0.0008974771856968442,98886.0,14.994622681659682,15.00756951395523,15.004229346167268,0.0,0.0,0.0,11793.349488497306,0.0,0.0,2010306.038599225,2100995.1595016366,3065225.764354828,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  06:10:00,-16.6,-16.6,0.0008974771856968442,98886.0,15.005629451565703,15.00014037684086,15.002172868088949,0.0,0.0,0.0,11411.001040803672,0.0,0.0,2010275.6728148137,2005509.153022184,2995186.8162529387,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  06:20:00,-16.6,-16.6,0.0008974771856968442,98886.0,15.008275374384095,14.995300747027303,14.996170604824059,0.0,0.0,0.0,11469.752517960456,0.0,0.0,2010224.9974438607,2005458.9704100467,2995112.1893726654,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  06:30:00,-16.6,-16.6,0.0008974771856968442,98886.0,15.001525577023978,14.991672626782935,15.003527026463612,0.0,0.0,0.0,11530.997741685056,0.0,0.0,2010338.203867853,2005572.0217521343,3009416.3836956906,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  06:40:00,-16.6,-16.6,0.0008974771856968442,98886.0,14.994442334551139,14.998400525090533,15.00498555933142,0.0,0.0,0.0,11544.627347357819,0.0,0.0,2010373.1127456045,2013732.9120561742,3009467.893557061,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  06:50:00,-16.6,-16.6,0.0008974771856968442,98886.0,14.989232165744028,14.998896449170598,14.999506956992138,0.0,0.0,0.0,11543.082525503989,0.0,0.0,2010380.8465456174,2013740.7149299172,3009479.2886401608,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  07:00:00,-16.6,-16.6,0.0008974771856968442,98886.0,14.994092808825814,15.003650915772957,15.005759917152549,0.0,0.0,0.0,11613.050227084499,0.0,0.0,2019490.4046096742,2021998.9846328824,3023789.934363156,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  07:10:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.55845093543123,19.561677594950539,19.2403373212351,0.0,0.0,0.0,25134.12795861864,0.0,0.0,3878150.342831225,3422244.661936352,5158318.23855762,0.0,0.0,6.669999999999999,6.669999999999999,0.0,0.0,10.0,10.0,0.0,0.0,6.669999999999999,6.669999999999999,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  07:20:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.948009815962196,19.963555197436685,19.943014692323055,0.0,0.0,0.0,20354.45349228421,0.0,0.0,3697511.8038181287,3296884.7010079857,5195341.3368362919,0.0,0.0,6.669999999999996,6.669999999999996,0.0,0.0,9.999999999999997,9.999999999999997,0.0,0.0,6.669999999999996,6.669999999999996,0.0,0.0,9.999999999999997,9.999999999999997,0.0,9.999999999999997,9.999999999999997,0.0,0.0,9.999999999999997,9.999999999999997,0.0,0.0 
 01/21  07:30:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.99061124537615,19.99755366176833,20.005974926411957,0.0,0.0,0.0,18497.73502893627,0.0,0.0,3574946.676998735,3167220.6048454849,4910758.070926124,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  07:40:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.001485718659465,20.007004330386658,19.99245680245921,0.0,0.0,0.0,17696.442616603614,0.0,0.0,3398920.4009930167,2985239.819776305,4720530.743195206,0.0,0.0,6.670000000000003,6.670000000000003,0.0,0.0,10.000000000000004,10.000000000000004,0.0,0.0,6.670000000000003,6.670000000000003,0.0,0.0,10.000000000000004,10.000000000000004,0.0,10.000000000000004,10.000000000000004,0.0,0.0,10.000000000000004,10.000000000000004,0.0,0.0 
 01/21  07:50:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.01205698360074,20.00528202651856,20.00495128924116,0.0,0.0,0.0,17661.135669013456,0.0,0.0,3362059.99606381,2927465.6123204317,4659408.735424036,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  08:00:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.00751848961983,20.0017757925218,20.003544123665344,0.0,0.0,0.0,17451.337009437862,0.0,0.0,3324118.570675753,2887598.386177493,4595526.029109368,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  08:10:00,-16.6,-16.6,0.0008974771856968442,98886.0,20.012063280464628,19.99911546890797,20.010343125706055,0.0,0.0,0.0,10284.474975362096,0.0,0.0,1987243.1021133143,2168351.7440642036,3234472.3223358306,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
 01/21  08:20:00,-16.6,-16.6,0.0008974771856968442,98886.0,19.999129444283925,19.99954184891544,19.994529834475985,0.0,0.0,0.0,11190.534146904169,0.0,0.0,1927941.266957226,2127026.527564204,3152048.835073572,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,0.0,6.67,6.67,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0 
